,入会时间,飞行次数,平均每公里票价,总里程,时间间隔差值,平均折扣率
0,2706.0,210,0.8157984009422834,580717,14.516746411,0.961639043
1,2597.0,140,1.154042863272019,293678,11.805755396,1.25231444
2,2615.0,135,1.1582167832167831,283712,12.701492537,1.254675516
3,2047.0,23,0.859648249779623,281336,45.13636364,1.090869565
4,1816.0,152,0.823617098164735,309928,42.21192053,0.970657895
5,2241.0,92,0.6426328563911944,294585,44.956043956,0.967692483
6,2931.0,101,0.8185875237770083,287042,20.81,0.965346535
7,1452.0,73,0.6872924137450823,287230,34.888888890000004,0.962070222
8,1028.0,56,0.4976748815667099,321489,80.94545455,0.828478237
9,1365.0,64,0.38799010328628486,375074,61.66666667,0.7080101529999999
10,1229.0,43,0.6130879002186914,262013,78.16666667,0.988658044
11,3425.0,145,0.80974660880201,271438,36.972222222,0.95253487
12,2685.0,29,0.307054729122412,321529,89.0,0.799126984
13,2714.0,118,1.25504417482759,179514,31.803418803,1.398381742
14,1519.0,50,0.5480751072881914,270067,85.12244898,0.921984841
15,2194.0,22,0.5285594386526983,234721,70.80952381,1.026084586
16,1355.0,101,1.085484030168785,172231,34.16,1.3865249
17,1237.0,40,0.45572564752252254,284160,59.41025641,0.8378442429999999
18,2916.0,64,1.1380684703409345,169358,36.79365079,1.401596264
19,945.0,38,0.3401843218302413,332896,55.32432432,0.70828541
20,2070.0,106,1.1508919114611071,167113,24.561904762,1.369404116
21,1028.0,23,1.1418239433337993,214590,102.09090909,1.061630924
22,3277.0,94,0.4378902538902539,305250,34.52688172,0.741803833
23,1448.0,20,0.556965554456336,222380,77.21052632,1.004904443
24,1506.0,44,0.4056458165535398,281837,50.11627907,0.7873084440000001
25,1264.0,62,0.6414389717409326,243674,109.75409836,0.902990019
26,2615.0,213,1.2417024537428758,187917,33.566037736,1.146354614
27,3362.0,74,1.2411272152537243,148685,41.506849315,1.4333644280000002
28,3005.0,101,1.2691024263333521,159129,21.92,1.33816985
29,2114.0,87,1.2487035523336059,149254,27.732558140000002,1.424714581
30,2911.0,53,1.1574377411921486,144076,47.53846154,1.469224298
31,3413.0,95,1.3087156917338127,149053,72.425531915,1.414895104
32,3276.0,131,0.7984095805347865,220948,44.507692308,0.944884271
33,2933.0,95,1.1615697544981685,148227,29.287234042999998,1.3986401940000002
34,2677.0,47,0.46431978228544174,285144,89.19565217,0.725685618
35,1630.0,25,0.7450371842514826,220389,48.58333333,0.937899941
36,3333.0,24,0.9027042404893237,189813,164.17391304,1.087220053
37,2923.0,54,1.2207258956684537,141012,42.62264151,1.462104927
38,2519.0,166,0.8024971326149244,229303,26.618181818,0.890172305
39,1858.0,81,1.2942500656871587,140819,37.4375,1.4291794430000002
40,2897.0,98,1.2613290202790914,137876,38.494845361,1.458541443
41,1168.0,35,1.3195867575481877,201141,62.617647059999996,0.998554546
42,2643.0,95,1.288679928694701,140803,39.287234043,1.3969850069999998
43,1427.0,46,0.4042980768481808,256766,38.111111109999996,0.764737193
44,3404.0,54,1.1409482356598788,160825,38.94339623,1.20853437
45,1206.0,21,0.6356034998625285,185493,119.1,1.029507529
46,626.0,110,0.9534298569204853,187588,33.247706422,1.015978367
47,2815.0,134,1.2792613069622958,140356,31.571428571,1.356053179
48,3351.0,107,1.1940417197428779,135811,23.160377357999998,1.3989924230000002
49,1355.0,70,0.9520070046789066,219282,25.971014493,0.863479447
50,2140.0,189,0.757551328668955,235687,16.127659574,0.802633323
51,813.0,87,1.3039166030404512,132283,35.581395349,1.4251770069999998
52,2690.0,29,0.5508660210343049,211369,105.32142857,0.8888699859999999
53,2303.0,48,1.064709724516848,130135,45.85106383,1.408197795
54,2460.0,68,1.1455449347732947,135374,28.537313429999998,1.349375212
55,3405.0,111,0.5987901736239379,216560,32.409090909,0.828452854
56,2317.0,69,1.1882348473340423,131660,67.323529412,1.3549435669999998
57,2249.0,126,0.8364640775843931,204371,27.296,0.867522349
58,3380.0,55,0.9082200327553488,153868,45.83333333,1.146000598
59,3351.0,76,0.6475914405758395,214921,24.866666667,0.819187329
60,3329.0,68,1.2026544155181216,127335,49.47761194,1.380410335
61,3419.0,77,1.1113274219260805,136121,45.447368421,1.288018381
62,1391.0,84,1.0101862210351085,186821,60.265060241,0.938031056
63,1052.0,96,0.700193537035951,204612,47.705263158,0.848239546
64,1403.0,30,0.7481295845757038,164001,104.65517241,1.057257212
65,3152.0,85,1.3907693832217147,121097,25.666666667,1.4261062619999998
66,2328.0,32,0.7741930183005319,182563,108.41935484,0.944650121
67,1360.0,34,0.695669552847679,170121,68.42424242,1.013669976
68,1248.0,197,0.5601704133430022,275800,24.285714286,0.620507614
69,1933.0,30,0.9357579508561625,184194,67.55172414,0.928504294
70,593.0,18,0.31115568026449303,209911,109.64705882,0.8118710790000001
71,1624.0,64,1.2025560173210497,137636,35.87301587,1.236256939
72,831.0,149,0.30278218960512626,219108,23.114864865,0.774487057
73,2325.0,61,0.8841297333538195,143186,44.066666670000004,1.183962818
74,1265.0,36,0.42492577642859525,209839,76.54285714,0.8061770690000001
75,1325.0,22,0.7654014530004812,170406,100.33333333,0.992454374
76,381.0,23,0.6364936415638444,169224,55.0,0.995539285
77,1026.0,16,0.5631009062999798,163191,148.0,1.019520072
78,1252.0,102,1.343424618456711,140220,34.99009901,1.179368992
79,3083.0,81,0.8872939625129509,159255,35.9625,1.034587737
80,640.0,30,0.40661373252766103,208687,108.06896552,0.782406571
81,2818.0,127,0.9336033432779832,170611,48.507936508,0.956332827
82,2019.0,56,1.0511616750051402,116728,56.52727273,1.394863786
83,705.0,79,0.8881784699971743,208797,23.243589743999998,0.777341772
84,3329.0,97,0.9246989690853921,155881,38.479166667,1.036667137
85,3420.0,158,0.7121159685902154,205159,20.375796178,0.784701427
86,2884.0,64,0.8735472679965308,115300,42.66666667,1.3912993059999998
87,1367.0,51,0.8485672727272727,137500,64.86,1.165835855
88,2468.0,29,0.6439231866340668,157056,61.03571429,1.0178590440000002
89,2369.0,69,1.2508656433812249,114077,98.5,1.3874902919999998
90,2117.0,88,1.1993899803456234,122619,81.908045977,1.281481989
91,1155.0,42,0.543554135657698,162453,120.34146341,0.966069448
92,2621.0,129,1.425332155573566,109813,11.4140625,1.429138536
93,2680.0,67,1.1578273828808399,123464,40.48484848,1.265322199
94,1448.0,12,0.8352408981905385,146784,21.0,1.059166667
95,3412.0,100,0.8457442218798151,162250,19.676767677,0.952273652
96,3111.0,69,1.1384027087579807,118726,35.42647059,1.297050351
97,1082.0,17,2.902464319619622,125349,36.625,1.226505277
